layerID,head,avg_dropped_token_score,avg_remaining_token_score
0,0,0.0008891318395021449,1.1474576631423112
0,1,0.0016150498559902953,1.0233057212431278
0,2,0.002188173944390599,0.9001504724805282
0,3,0.0007350194433243914,1.1981335968846067
0,4,0.0006583222843343192,0.9824443241292367
0,5,0.0019390078213706008,0.9272453518926671
0,6,0.001301704238497859,0.9627689018454358
0,7,0.0007060058179813235,0.8921719706143855
0,8,0.001148693451976297,1.1060992418439406
0,9,0.0008916944124361362,0.9226047035617874
0,10,0.0015999445925924598,0.9495826494722207
0,11,0.0006274458695939899,0.9307108136805259
0,12,0.0007141514633491031,1.2366693344207254
0,13,0.0009298736070336102,0.9083888561173669
0,14,0.0018282744738713423,0.9255690586026358
0,15,0.0004031802659997659,1.3196188828256648
0,16,0.0009039309279640875,0.9631934527281076
0,17,0.0013021978341834287,0.9138646924979362
0,18,0.0008306893964324742,1.2570275728344065
0,19,0.0004083537872267225,1.2516113110544573
0,20,0.0012295884800394708,0.9308470518321581
0,21,0.00011378955371242498,0.9024971313294476
0,22,0.000448215321995688,0.926494557561624
0,23,0.0014816668689493224,0.961080526708134
0,24,0.0005286821047289226,0.8939714228907747
0,25,0.00031855935063452055,1.8121274583948541
0,26,0.0009524053780346451,1.107009194830437
0,27,0.0012763687143566838,0.9130318352601409
0,28,0.0013567497791791322,0.9301986634304529
0,29,0.0004354906297660586,1.2873428305464314
0,30,0.000762793537132611,0.9105452983362293
0,31,0.0015063399482887407,0.9177399390068145
1,0,0.00016747994124675437,1.6435936346258924
1,1,0.00039574944644528475,1.2545668355604913
1,2,0.00014721433181140065,1.5528557610113467
1,3,0.00033185918357552235,1.1004617907266914
1,4,0.00057260906530782,1.1180583116262794
1,5,0.000718841860365336,1.0487043511611465
1,6,0.0002731475957209769,1.5785194465823844
1,7,0.00010518337814599944,1.2743367905832987
1,8,0.0003818562886258698,0.9250621801628987
1,9,0.00013731159801701326,0.9479654457517911
1,10,0.000363714508299698,1.2371928998564763
