git alayerID,head,avg_dropped_token_score,avg_remaining_token_score
0,0,0.0003908397662194653,1.154563605917297
0,1,0.0007116907960224044,1.0411825351558885
0,2,0.0010710714967299257,0.9149182230669506
0,3,0.0003400325418969195,1.264911526280623
0,4,0.00032114661112332373,1.0059346567745386
0,5,0.0009307944423876928,0.9409855498366253
0,6,0.0005535386733640886,0.9756951122064409
0,7,0.0003433308253363546,0.9065320890210486
0,8,0.0005147783378030504,1.1245385661173732
0,9,0.0004139082321446536,0.9365109351685006
0,10,0.0006520735155851854,0.9740151915206167
0,11,0.0003298129759035364,0.962506543091305
0,12,0.0002783561437461862,1.2759067796404882
0,13,0.000468119429900064,0.9253441514088655
0,14,0.0008425971251894275,0.941518857105478
0,15,0.00016113243429488578,1.387284429002621
0,16,0.0004134796409112318,0.9912240760101582
0,17,0.0006124858635113067,0.9277678380343913
0,18,0.00032882029130364734,1.2896375073010333
0,19,0.00017706195846987015,1.314084903230283
0,20,0.0005912351547084887,0.936925349350575
0,21,5.83789869018207e-05,0.9237413286582302
0,22,0.00016817244762741472,0.9345749051183555
0,23,0.0006981565901338015,0.9551316464089777
0,24,0.00026289128240644904,0.9070406016547788
0,25,8.948469538568195e-05,1.8702866183070284
0,26,0.00039742761176642674,1.1131237107021927
0,27,0.000586751648339811,0.9271489584166268
0,28,0.0006381129147587966,0.9489199507811683
0,29,0.00010286384709710975,1.3587534850864824
0,30,0.00034403399295421363,0.923776434263649
0,31,0.0007319018746839177,0.9249631251155301
1,0,9.326853129058134e-05,1.7044330099189424
1,1,0.00015924653163249428,1.3061641732271185
1,2,7.200882470972628e-05,1.6519009839543837
1,3,0.00010133203393818862,1.149289803781463
1,4,0.00027875307186729523,1.1421571441222313
1,5,0.00029070200241772124,1.1021627768207938
1,6,0.00012712393293063737,1.6094046664375181
1,7,6.174910655682709e-05,1.3146441680448886
1,8,0.00021619174137544865,0.9528359655734446
1,9,6.090472412596907e-05,0.965988010999216
1,10,0.0001413695116945783,1.2916753093665445
1,11,0.000407112627499675,0.9521426388308664
1,12,7.23374860151913e-05,1.3079074648113682
1,13,0.0001410928186216625,1.145308864649654
1,14,0.00013686884452089287,1.3698674115843348
1,15,4.2754222604138916e-05,1.6309345835550215
1,16,8.21809368399113e-05,1.5503379262195536
1,17,8.331877484315801e-05,1.0184615462583058
1,18,0.00021393643682473184,1.066919675808451
1,19,4.301161660611864e-05,1.8916972125193987
1,20,0.0002496056935577618,1.0458491544060708
1,21,7.67016306325689e-05,1.2572957764372672
1,22,4.998050546649401e-05,2.662252887575539
1,23,0.00015993390609669484,1.0872786762757658
1,24,5.318289984239928e-05,1.6408582651388228
1,25,7.138546622706787e-05,1.3155727074599044
1,26,0.0002001958274884793,1.0116622708655396
1,27,6.388613538873877e-05,1.7180456836543394
1,28,7.21807079803896e-05,1.3111710600643993
1,29,0.00016958883788064885,1.2122022849682845
1,30,7.340438652454537e-05,1.234601466145965
1,31,7.225363154096259e-05,1.261664052989009
2,0,6.8123376861233785e-06,1.1573393970741113
2,1,3.337526099901222e-05,1.089480808373308
2,2,4.756024788744601e-06,1.236376209615764
2,3,4.505229898200567e-05,1.0315514220870559
2,4,1.4313404080499985e-05,1.1671693702881818
2,5,7.002796543006251e-06,1.2339128002016457
2,6,4.707802029163659e-05,0.9999352581155886
2,7,1.0379828533887736e-05,1.2305238566181205
2,8,9.616559186501324e-06,1.1466117552710402
2,9,1.3500964924570689e-05,1.10193471578224
2,10,1.2465360421809526e-05,1.0922911761344245
2,11,6.804964320781155e-06,1.1936849958340432
2,12,5.614326602906154e-06,1.1418374029077645
2,13,8.213937658612347e-06,1.1159517075858216
2,14,1.5641348849020632e-05,1.1094471027282236
2,15,9.638327519850967e-06,1.1444902932448637
2,16,5.500448316046553e-06,1.1479401930394875
2,17,2.7037623978859517e-06,1.2181954053504744
2,18,8.217042744786068e-06,1.189520985956686
2,19,9.566582196377999e-06,1.1049965210011599
2,20,1.8240274204502662e-05,1.0944108909714163
2,21,2.1803220614634564e-05,1.0016758412109534
2,22,7.446771408154784e-06,1.0225690306948054
2,23,1.273614917187817e-05,1.0492394765745807
2,24,5.290994824367448e-06,1.2094912102075739
2,25,2.596528627988567e-05,1.0739896321729412
2,26,6.108559800741639e-05,0.9903220259388658
2,27,7.9190958302926e-06,1.1833348706423998
2,28,1.2464563375116259e-05,1.1430472505995002
2,29,1.165001689802074e-05,1.23165629916932
2,30,5.955066251755313e-06,1.2803109824631054
2,31,1.4993158399908345e-05,1.1419962093649632
3,0,3.537497579923206e-05,1.0625475263532256
3,1,1.6467297858269594e-05,1.0770011013089265
3,2,4.8335071396742765e-06,1.1383480092179938
3,3,9.875050242207841e-06,1.158687828652043
3,4,6.283266256293804e-06,1.0418309540071018
3,5,6.070165204508398e-06,1.1451185008180305
3,6,1.6830935034204008e-05,1.1359791695517532
3,7,3.539626286132158e-05,1.0077049548829642
3,8,3.7932670427887084e-05,1.0177196537883686
3,9,1.2096977974983423e-05,1.0823917531397238
3,10,4.40139970653141e-06,1.1381757931669183
3,11,4.334379186997811e-06,1.137687702102965
3,12,7.986508945856155e-06,1.0863367329133513
3,13,4.430406957629006e-06,1.1126312974703527
3,14,4.1518601730645925e-06,1.1268473082065793
3,15,5.127798432512181e-06,1.1488409703049105
3,16,5.382898718445825e-06,1.1507412990461994
3,17,1.3257545658953912e-05,1.0289407240811466
3,18,8.50785554137006e-06,1.106068053515731
3,19,1.2719945459669363e-05,1.1240244128103538
3,20,6.4170712870217735e-06,1.102810218567445
3,21,1.110552211572259e-05,1.0499880919154634
3,22,6.757350246206169e-06,1.1642512239782934
3,23,9.002229205810791e-06,1.0602996562528841
3,24,5.444126657366425e-06,1.0790528603072924
3,25,1.4720302265717165e-05,1.0369985827095163
3,26,9.378509915393126e-06,1.1402328370576835
3,27,7.583871232556394e-06,1.0183106819155365
3,28,3.0474231322868636e-05,1.0277284029153873
3,29,9.256576507834986e-06,1.109496950047794
3,30,7.0894028243032415e-06,1.1474914388247115
3,31,2.366963309222498e-05,1.06230899307674
